"","Variable","date","Value","station"
"2807","CHLA_N","05/18/2017",3.65,"grbsqnut  "
"2808","CHLA_N","06/12/2017",2.623333,"grbsqnut  "
"2809","CHLA_N","07/11/2017",1.85,"grbsqnut  "
"2810","CHLA_N","08/08/2017",2.89,"grbsqnut  "
"2811","CHLA_N","09/11/2017",15.99,"grbsqnut  "
"2812","CHLA_N","10/23/2017",3.5,"grbsqnut  "
"2813","CHLA_N","11/08/2017",6.86,"grbsqnut  "
"2814","CHLA_N","12/07/2017",3.21,"grbsqnut  "
"2815","NH4F","04/17/2017",0.121,"grbsqnut  "
"2816","NH4F","05/18/2017",0.188,"grbsqnut  "
"2817","NH4F","06/12/2017",0.2146667,"grbsqnut  "
"2818","NH4F","07/11/2017",0.187,"grbsqnut  "
"2819","NH4F","08/08/2017",0.552,"grbsqnut  "
"2820","NH4F","09/11/2017",0.294,"grbsqnut  "
"2821","NH4F","10/23/2017",0.379,"grbsqnut  "
"2822","NH4F","11/08/2017",0.252,"grbsqnut  "
"2823","NH4F","12/07/2017",0.256,"grbsqnut  "
"2824","NO23F","04/17/2017",0.089,"grbsqnut  "
"2825","NO23F","05/18/2017",0.084,"grbsqnut  "
"2826","NO23F","06/12/2017",0.11,"grbsqnut  "
"2827","NO23F","07/11/2017",0.218,"grbsqnut  "
"2828","NO23F","08/08/2017",0.3823333,"grbsqnut  "
"2829","NO23F","09/11/2017",0.271,"grbsqnut  "
"2830","NO23F","10/23/2017",0.506,"grbsqnut  "
"2831","NO23F","11/08/2017",0.167,"grbsqnut  "
"2832","NO23F","12/07/2017",0.244,"grbsqnut  "
"2833","PO4F","04/17/2017",0.029,"grbsqnut  "
"2834","PO4F","05/18/2017",0.031,"grbsqnut  "
"2835","PO4F","06/12/2017",0.03566667,"grbsqnut  "
"2836","PO4F","07/11/2017",0.036,"grbsqnut  "
"2837","PO4F","08/08/2017",0.06866667,"grbsqnut  "
"2838","PO4F","09/11/2017",0.06,"grbsqnut  "
"2839","PO4F","10/23/2017",0.082,"grbsqnut  "
"2840","PO4F","11/08/2017",0.054,"grbsqnut  "
"2841","PO4F","12/07/2017",0.043,"grbsqnut  "
"2842","CHLA_N","04/10/2018",2.52,"grbsqnut  "
"2843","CHLA_N","05/21/2018",2.43,"grbsqnut  "
"2844","CHLA_N","06/19/2018",7.76,"grbsqnut  "
"2845","CHLA_N","07/09/2018",7.63,"grbsqnut  "
"2846","CHLA_N","08/14/2018",13.89,"grbsqnut  "
"2847","CHLA_N","09/25/2018",0.97,"grbsqnut  "
"2848","CHLA_N","10/15/2018",2.15,"grbsqnut  "
"2849","CHLA_N","11/12/2018",2.09,"grbsqnut  "
"2850","CHLA_N","12/03/2018",1.1,"grbsqnut  "
"2851","NH4F","04/10/2018",0.123,"grbsqnut  "
"2852","NH4F","05/21/2018",0.224,"grbsqnut  "
"2853","NH4F","06/19/2018",0.314,"grbsqnut  "
"2854","NH4F","07/09/2018",0.1456667,"grbsqnut  "
"2855","NH4F","08/14/2018",0.172,"grbsqnut  "
"2856","NH4F","09/25/2018",0.108,"grbsqnut  "
"2857","NH4F","10/15/2018",0.084,"grbsqnut  "
"2858","NH4F","11/12/2018",0.09,"grbsqnut  "
"2859","NH4F","12/03/2018",0.068,"grbsqnut  "
"2860","NO23F","04/10/2018",0.102,"grbsqnut  "
"2861","NO23F","05/21/2018",0.126,"grbsqnut  "
"2862","NO23F","06/19/2018",0.192,"grbsqnut  "
"2863","NO23F","07/09/2018",0.1013333,"grbsqnut  "
"2864","NO23F","08/14/2018",0.278,"grbsqnut  "
"2865","NO23F","09/25/2018",0.462,"grbsqnut  "
"2866","NO23F","10/15/2018",0.212,"grbsqnut  "
"2867","NO23F","11/12/2018",0.086,"grbsqnut  "
"2868","NO23F","12/03/2018",0.173,"grbsqnut  "
"2869","PO4F","04/10/2018",0.019,"grbsqnut  "
"2870","PO4F","05/21/2018",0.029,"grbsqnut  "
"2871","PO4F","06/19/2018",0.035,"grbsqnut  "
"2872","PO4F","07/09/2018",0.051,"grbsqnut  "
"2873","PO4F","08/14/2018",0.076,"grbsqnut  "
"2874","PO4F","09/25/2018",0.049,"grbsqnut  "
"2875","PO4F","10/15/2018",0.042,"grbsqnut  "
"2876","PO4F","11/12/2018",0.02133333,"grbsqnut  "
"2877","PO4F","12/03/2018",0.018,"grbsqnut  "
"2878","CHLA_N","04/23/2019",12.07,"grbsqnut  "
"2879","CHLA_N","05/21/2019",4.77,"grbsqnut  "
"2880","CHLA_N","06/18/2019",6.56,"grbsqnut  "
"2881","CHLA_N","07/09/2019",7.153333,"grbsqnut  "
"2882","CHLA_N","08/06/2019",15.63,"grbsqnut  "
"2883","CHLA_N","09/17/2019",5.04,"grbsqnut  "
"2884","CHLA_N","10/14/2019",2.526667,"grbsqnut  "
"2885","CHLA_N","11/19/2019",1.97,"grbsqnut  "
"2886","CHLA_N","12/04/2019",1.97,"grbsqnut  "
"2887","NH4F","04/23/2019",0.137,"grbsqnut  "
"2888","NH4F","05/21/2019",0.165,"grbsqnut  "
"2889","NH4F","06/18/2019",0.134,"grbsqnut  "
"2890","NH4F","07/09/2019",0.09666667,"grbsqnut  "
"2891","NH4F","08/06/2019",0.087,"grbsqnut  "
"2892","NH4F","09/17/2019",0.222,"grbsqnut  "
"2893","NH4F","10/14/2019",0.178,"grbsqnut  "
"2894","NH4F","11/19/2019",0.005,"grbsqnut  "
"2895","NH4F","12/04/2019",0.046,"grbsqnut  "
"2896","NO23F","04/23/2019",0.114,"grbsqnut  "
"2897","NO23F","05/21/2019",0.126,"grbsqnut  "
"2898","NO23F","06/18/2019",0.129,"grbsqnut  "
"2899","NO23F","07/09/2019",0.1386667,"grbsqnut  "
"2900","NO23F","08/06/2019",0.091,"grbsqnut  "
"2901","NO23F","09/17/2019",0.109,"grbsqnut  "
"2902","NO23F","10/14/2019",0.2653333,"grbsqnut  "
"2903","NO23F","11/19/2019",0.246,"grbsqnut  "
"2904","NO23F","12/04/2019",0.153,"grbsqnut  "
"2905","PO4F","04/23/2019",0.033,"grbsqnut  "
"2906","PO4F","05/21/2019",0.034,"grbsqnut  "
"2907","PO4F","06/18/2019",0.029,"grbsqnut  "
"2908","PO4F","07/09/2019",0.04066667,"grbsqnut  "
"2909","PO4F","08/06/2019",0.046,"grbsqnut  "
"2910","PO4F","09/17/2019",0.06,"grbsqnut  "
"2911","PO4F","10/14/2019",0.05966667,"grbsqnut  "
"2912","PO4F","11/19/2019",0.044,"grbsqnut  "
"2913","PO4F","12/04/2019",0.024,"grbsqnut  "
"2914","CHLA_N","05/11/2020",5.2,"grbsqnut  "
"2915","CHLA_N","06/09/2020",3,"grbsqnut  "
"2916","CHLA_N","07/07/2020",7,"grbsqnut  "
"2917","CHLA_N","08/24/2020",6.8,"grbsqnut  "
"2918","CHLA_N","09/21/2020",5.6,"grbsqnut  "
"2919","CHLA_N","10/19/2020",3.4,"grbsqnut  "
"2920","CHLA_N","11/02/2020",2.7,"grbsqnut  "
"2921","CHLA_N","12/07/2020",2.6,"grbsqnut  "
"2922","NH4F","05/11/2020",0.05433333,"grbsqnut  "
"2923","NH4F","06/09/2020",0.165,"grbsqnut  "
"2924","NH4F","07/07/2020",0.132,"grbsqnut  "
"2925","NH4F","08/24/2020",0.09,"grbsqnut  "
"2926","NH4F","09/21/2020",0.101,"grbsqnut  "
"2927","NH4F","10/19/2020",0.142,"grbsqnut  "
"2928","NH4F","11/02/2020",0.13,"grbsqnut  "
"2929","NH4F","12/07/2020",0.02366667,"grbsqnut  "
"2930","NO23F","05/11/2020",0.1476667,"grbsqnut  "
"2931","NO23F","06/09/2020",0.099,"grbsqnut  "
"2932","NO23F","07/07/2020",0.056,"grbsqnut  "
"2933","NO23F","08/24/2020",0.055,"grbsqnut  "
"2934","NO23F","09/21/2020",0.023,"grbsqnut  "
"2935","NO23F","10/19/2020",0.158,"grbsqnut  "
"2936","NO23F","11/02/2020",0.19,"grbsqnut  "
"2937","NO23F","12/07/2020",0.1573333,"grbsqnut  "
"2938","PO4F","05/11/2020",0.019,"grbsqnut  "
"2939","PO4F","06/09/2020",0.021,"grbsqnut  "
"2940","PO4F","07/07/2020",0.038,"grbsqnut  "
"2941","PO4F","08/24/2020",0.058,"grbsqnut  "
"2942","PO4F","09/21/2020",0.046,"grbsqnut  "
"2943","PO4F","10/19/2020",0.058,"grbsqnut  "
"2944","PO4F","11/02/2020",0.059,"grbsqnut  "
"2945","PO4F","12/07/2020",0.023,"grbsqnut  "
"2946","CHLA_N","01/16/2007",1.115,"narncnut  "
"2947","CHLA_N","02/28/2007",0.99,"narncnut  "
"2948","CHLA_N","03/27/2007",2.55,"narncnut  "
"2949","CHLA_N","04/11/2007",0.45,"narncnut  "
"2950","CHLA_N","05/16/2007",0.435,"narncnut  "
"2951","CHLA_N","06/22/2007",3.03,"narncnut  "
"2952","CHLA_N","07/11/2007",1.29,"narncnut  "
"2953","CHLA_N","08/24/2007",11.845,"narncnut  "
"2954","CHLA_N","09/21/2007",4.505,"narncnut  "
"2955","CHLA_N","10/19/2007",1.83,"narncnut  "
"2956","CHLA_N","11/26/2007",0.92,"narncnut  "
"2957","NH4F","01/16/2007",0.036,"narncnut  "
"2958","NH4F","02/28/2007",0.048,"narncnut  "
"2959","NH4F","03/27/2007",0.042,"narncnut  "
"2960","NH4F","04/11/2007",0.057,"narncnut  "
"2961","NH4F","05/16/2007",0.0085,"narncnut  "
"2962","NH4F","06/22/2007",0.006,"narncnut  "
"2963","NH4F","07/11/2007",0.0155,"narncnut  "
"2964","NH4F","08/24/2007",0.008,"narncnut  "
"2965","NH4F","09/21/2007",0.042,"narncnut  "
"2966","NH4F","10/19/2007",0.1335,"narncnut  "
"2967","NH4F","11/26/2007",0.0185,"narncnut  "
"2968","NO23F","01/16/2007",0.09,"narncnut  "
"2969","NO23F","02/28/2007",0.0125,"narncnut  "
"2970","NO23F","03/27/2007",0.032,"narncnut  "
"2971","NO23F","04/11/2007",0.0055,"narncnut  "
"2972","NO23F","05/16/2007",0.003,"narncnut  "
"2973","NO23F","06/22/2007",0.001,"narncnut  "
"2974","NO23F","07/11/2007",0.001,"narncnut  "
"2975","NO23F","09/21/2007",0.006,"narncnut  "
"2976","NO23F","10/19/2007",0.0345,"narncnut  "
"2977","NO23F","11/26/2007",0.1105,"narncnut  "
"2978","NO2F","01/16/2007",0.004,"narncnut  "
"2979","NO2F","02/28/2007",0.002,"narncnut  "
"2980","NO2F","03/27/2007",0.0045,"narncnut  "
"2981","NO2F","04/11/2007",0.002,"narncnut  "
"2982","NO2F","05/16/2007",0.00114,"narncnut  "
"2983","NO2F","06/22/2007",0.00028,"narncnut  "
"2984","NO2F","07/11/2007",0.003,"narncnut  "
"2985","NO2F","08/24/2007",0.0015,"narncnut  "
"2986","NO2F","09/21/2007",0.002,"narncnut  "
"2987","NO2F","10/19/2007",0.006,"narncnut  "
"2988","NO2F","11/26/2007",0.011,"narncnut  "
"2989","NO3F","01/16/2007",0.086,"narncnut  "
"2990","NO3F","02/28/2007",0.0105,"narncnut  "
"2991","NO3F","03/27/2007",0.0275,"narncnut  "
"2992","NO3F","04/11/2007",0.0035,"narncnut  "
"2993","NO3F","07/11/2007",-0.002,"narncnut  "
"2994","NO3F","09/21/2007",0.004,"narncnut  "
"2995","NO3F","10/19/2007",0.0285,"narncnut  "
"2996","NO3F","11/26/2007",0.0995,"narncnut  "
"2997","PO4F","01/16/2007",0.0195,"narncnut  "
"2998","PO4F","02/28/2007",0.0095,"narncnut  "
"2999","PO4F","03/27/2007",0.012,"narncnut  "
"3000","PO4F","04/11/2007",0.0165,"narncnut  "
"3001","PO4F","05/16/2007",0.011,"narncnut  "
"3002","PO4F","06/22/2007",0.0175,"narncnut  "
"3003","PO4F","07/11/2007",0.063,"narncnut  "
"3004","PO4F","08/24/2007",0.0335,"narncnut  "
"3005","PO4F","09/21/2007",0.041,"narncnut  "
"3006","PO4F","10/19/2007",0.066,"narncnut  "
"3007","PO4F","11/26/2007",0.037,"narncnut  "
"3008","CHLA_N","03/31/2008",1.185,"narncnut  "
"3009","CHLA_N","04/30/2008",0.385,"narncnut  "
"3010","CHLA_N","05/29/2008",1.37,"narncnut  "
"3011","CHLA_N","06/19/2008",1.11,"narncnut  "
"3012","CHLA_N","07/17/2008",4.94,"narncnut  "
"3013","CHLA_N","08/15/2008",3.88,"narncnut  "
"3014","CHLA_N","09/15/2008",1.055,"narncnut  "
"3015","CHLA_N","10/10/2008",1.4,"narncnut  "
"3016","CHLA_N","11/12/2008",1.165,"narncnut  "
"3017","CHLA_N","12/08/2008",5.73,"narncnut  "
"3018","NH4F","03/31/2008",0.0135,"narncnut  "
"3019","NH4F","04/30/2008",0.014,"narncnut  "
"3020","NH4F","05/29/2008",0.0285,"narncnut  "
"3021","NH4F","06/19/2008",0.006,"narncnut  "
"3022","NH4F","07/17/2008",0.0055,"narncnut  "
"3023","NH4F","08/15/2008",0.026,"narncnut  "
"3024","NH4F","09/15/2008",0.023,"narncnut  "
"3025","NH4F","10/10/2008",0.109,"narncnut  "
"3026","NH4F","11/12/2008",0.0115,"narncnut  "
"3027","NH4F","12/08/2008",0.041,"narncnut  "
"3028","NO23F","03/31/2008",0.0035,"narncnut  "
"3029","NO23F","04/30/2008",0.0055,"narncnut  "
"3030","NO23F","05/29/2008",0.0045,"narncnut  "
"3031","NO23F","06/19/2008",0.001,"narncnut  "
"3032","NO23F","07/17/2008",0.001,"narncnut  "
"3033","NO23F","08/15/2008",0.004,"narncnut  "
"3034","NO23F","09/15/2008",0.003,"narncnut  "
"3035","NO23F","10/10/2008",0.0105,"narncnut  "
"3036","NO23F","11/12/2008",0.009,"narncnut  "
"3037","NO23F","12/08/2008",0.0295,"narncnut  "
"3038","NO2F","03/31/2008",0.0015,"narncnut  "
"3039","NO2F","04/30/2008",0.003,"narncnut  "
"3040","NO2F","05/29/2008",0.002,"narncnut  "
"3041","NO2F","06/19/2008",0.0015,"narncnut  "
"3042","NO2F","07/17/2008",0.002,"narncnut  "
"3043","NO2F","08/15/2008",0.0025,"narncnut  "
"3044","NO2F","09/15/2008",0.0015,"narncnut  "
"3045","NO2F","10/10/2008",0.002,"narncnut  "
"3046","NO2F","11/12/2008",0.002,"narncnut  "
"3047","NO2F","12/08/2008",0.002,"narncnut  "
"3048","NO3F","03/31/2008",0.002,"narncnut  "
"3049","NO3F","04/30/2008",0.0025,"narncnut  "
"3050","NO3F","05/29/2008",0.0025,"narncnut  "
"3051","NO3F","06/19/2008",-5e-04,"narncnut  "
"3052","NO3F","07/17/2008",-0.001,"narncnut  "
"3053","NO3F","08/15/2008",0.0015,"narncnut  "
"3054","NO3F","09/15/2008",0.0015,"narncnut  "
"3055","NO3F","10/10/2008",0.0085,"narncnut  "
"3056","NO3F","11/12/2008",0.007,"narncnut  "
"3057","NO3F","12/08/2008",0.0275,"narncnut  "
"3058","PO4F","03/31/2008",0.005655,"narncnut  "
"3059","PO4F","04/30/2008",0.014,"narncnut  "
"3060","PO4F","05/29/2008",0.027,"narncnut  "
"3061","PO4F","06/19/2008",0.022,"narncnut  "
"3062","PO4F","07/17/2008",0.049,"narncnut  "
"3063","PO4F","08/15/2008",0.0815,"narncnut  "
"3064","PO4F","09/15/2008",0.026,"narncnut  "
"3065","PO4F","10/10/2008",0.069,"narncnut  "
"3066","PO4F","11/12/2008",0.0235,"narncnut  "
"3067","PO4F","12/08/2008",0.017,"narncnut  "
"3068","CHLA_N","04/07/2009",1.4,"narncnut  "
"3069","CHLA_N","05/06/2009",1.32,"narncnut  "
"3070","CHLA_N","06/08/2009",1.14,"narncnut  "
"3071","CHLA_N","07/09/2009",1.015,"narncnut  "
"3072","CHLA_N","08/06/2009",2.395,"narncnut  "
"3073","CHLA_N","09/03/2009",2.6,"narncnut  "
"3074","CHLA_N","10/17/2009",0.905,"narncnut  "
"3075","CHLA_N","11/04/2009",0.6,"narncnut  "
"3076","CHLA_N","12/02/2009",0.925,"narncnut  "
"3077","NH4F","04/07/2009",0.0105,"narncnut  "
"3078","NH4F","05/06/2009",0.0205,"narncnut  "
"3079","NH4F","06/08/2009",0.015,"narncnut  "
"3080","NH4F","07/09/2009",0.0125,"narncnut  "
"3081","NH4F","08/06/2009",0.0125,"narncnut  "
"3082","NH4F","09/03/2009",0.0455,"narncnut  "
"3083","NH4F","10/17/2009",0.014,"narncnut  "
"3084","NH4F","11/04/2009",0.025,"narncnut  "
"3085","NH4F","12/02/2009",0.0095,"narncnut  "
"3086","NO23F","04/07/2009",0.002,"narncnut  "
"3087","NO23F","05/06/2009",0.004,"narncnut  "
"3088","NO23F","06/08/2009",0.0025,"narncnut  "
"3089","NO23F","07/09/2009",0.002,"narncnut  "
"3090","NO23F","08/06/2009",0.0015,"narncnut  "
"3091","NO23F","09/03/2009",0.0065,"narncnut  "
"3092","NO23F","10/17/2009",0.019,"narncnut  "
"3093","NO23F","11/04/2009",0.0205,"narncnut  "
"3094","NO23F","12/02/2009",0.0125,"narncnut  "
"3095","NO2F","04/07/2009",0.0015,"narncnut  "
"3096","NO2F","05/06/2009",0.0025,"narncnut  "
"3097","NO2F","06/08/2009",0.001,"narncnut  "
"3098","NO2F","07/09/2009",0.00064,"narncnut  "
"3099","NO2F","08/06/2009",0.00028,"narncnut  "
"3100","NO2F","09/03/2009",0.002,"narncnut  "
"3101","NO2F","10/17/2009",0.004,"narncnut  "
"3102","NO2F","11/04/2009",0.003,"narncnut  "
"3103","NO2F","12/02/2009",0.002,"narncnut  "
"3104","NO3F","04/07/2009",5e-04,"narncnut  "
"3105","NO3F","05/06/2009",0.0015,"narncnut  "
"3106","NO3F","06/08/2009",0.0015,"narncnut  "
"3107","NO3F","09/03/2009",0.0045,"narncnut  "
"3108","NO3F","10/17/2009",0.015,"narncnut  "
"3109","NO3F","11/04/2009",0.0175,"narncnut  "
"3110","NO3F","12/02/2009",0.0105,"narncnut  "
"3111","PO4F","04/07/2009",0.004,"narncnut  "
"3112","PO4F","05/06/2009",0.014,"narncnut  "
"3113","PO4F","06/08/2009",0.02,"narncnut  "
"3114","PO4F","07/09/2009",0.03,"narncnut  "
"3115","PO4F","08/06/2009",0.03,"narncnut  "
"3116","PO4F","09/03/2009",0.0645,"narncnut  "
"3117","PO4F","10/17/2009",0.014,"narncnut  "
"3118","PO4F","11/04/2009",0.014,"narncnut  "
"3119","PO4F","12/02/2009",0.012,"narncnut  "
"3120","CHLA_N","03/10/2010",0.95,"narncnut  "
"3121","CHLA_N","04/12/2010",0.265,"narncnut  "
"3122","CHLA_N","05/11/2010",1.32,"narncnut  "
"3123","CHLA_N","06/10/2010",1.305,"narncnut  "
"3124","CHLA_N","07/12/2010",9.27,"narncnut  "
"3125","CHLA_N","08/10/2010",2.115,"narncnut  "
"3126","CHLA_N","09/07/2010",2.63,"narncnut  "
"3127","CHLA_N","10/06/2010",1.22,"narncnut  "
"3128","CHLA_N","11/04/2010",1.51,"narncnut  "
"3129","CHLA_N","12/07/2010",2.275,"narncnut  "
"3130","NH4F","03/10/2010",0.021,"narncnut  "
"3131","NH4F","04/12/2010",0.0054,"narncnut  "
"3132","NH4F","05/11/2010",0.0185,"narncnut  "
"3133","NH4F","06/10/2010",0.026,"narncnut  "
"3134","NH4F","07/12/2010",0.029,"narncnut  "
"3135","NH4F","08/10/2010",0.0375,"narncnut  "
"3136","NH4F","09/07/2010",0.0455,"narncnut  "
"3137","NH4F","10/06/2010",0.037,"narncnut  "
"3138","NH4F","11/04/2010",0.0355,"narncnut  "
"3139","NH4F","12/07/2010",0.0285,"narncnut  "
"3140","NO23F","03/10/2010",0.0015,"narncnut  "
"3141","NO23F","04/12/2010",0.0015,"narncnut  "
"3142","NO23F","05/11/2010",0.001,"narncnut  "
"3143","NO23F","06/10/2010",0.001,"narncnut  "
"3144","NO23F","07/12/2010",0.001,"narncnut  "
"3145","NO23F","08/10/2010",0.001,"narncnut  "
"3146","NO23F","09/07/2010",0.001,"narncnut  "
"3147","NO23F","10/06/2010",0.003,"narncnut  "
"3148","NO23F","11/04/2010",0.001,"narncnut  "
"3149","NO23F","12/07/2010",0.028,"narncnut  "
"3150","NO2F","03/10/2010",2e-04,"narncnut  "
"3151","NO2F","04/12/2010",0.0015,"narncnut  "
"3152","NO2F","05/11/2010",6e-04,"narncnut  "
"3153","NO2F","06/10/2010",2e-04,"narncnut  "
"3154","NO2F","07/12/2010",6e-04,"narncnut  "
"3155","NO2F","08/10/2010",0.001,"narncnut  "
"3156","NO2F","09/07/2010",2e-04,"narncnut  "
"3157","NO2F","10/06/2010",0.002,"narncnut  "
"3158","NO2F","11/04/2010",2e-04,"narncnut  "
"3159","NO2F","12/07/2010",0.005,"narncnut  "
"3160","NO3F","04/12/2010",0,"narncnut  "
"3161","NO3F","12/07/2010",0.023,"narncnut  "
"3162","PO4F","03/10/2010",0.003,"narncnut  "
"3163","PO4F","04/12/2010",0.0075,"narncnut  "
"3164","PO4F","05/11/2010",0.011,"narncnut  "
"3165","PO4F","06/10/2010",0.028,"narncnut  "
"3166","PO4F","07/12/2010",0.0365,"narncnut  "
"3167","PO4F","08/10/2010",0.026,"narncnut  "
"3168","PO4F","09/07/2010",0.0305,"narncnut  "
"3169","PO4F","10/06/2010",0.0215,"narncnut  "
"3170","PO4F","11/04/2010",0.018,"narncnut  "
"3171","PO4F","12/07/2010",0.0075,"narncnut  "
"3172","CHLA_N","01/05/2011",3.7,"narncnut  "
"3173","CHLA_N","04/14/2011",4.53,"narncnut  "
"3174","CHLA_N","05/12/2011",1.015,"narncnut  "
"3175","CHLA_N","06/16/2011",0.945,"narncnut  "
"3176","CHLA_N","07/11/2011",2.105,"narncnut  "
"3177","CHLA_N","08/09/2011",2.44,"narncnut  "
"3178","CHLA_N","09/07/2011",1.71,"narncnut  "
"3179","CHLA_N","10/11/2011",2.225,"narncnut  "
"3180","CHLA_N","11/09/2011",1.32,"narncnut  "
"3181","CHLA_N","12/08/2011",1.17,"narncnut  "
"3182","NH4F","01/05/2011",0.00935,"narncnut  "
"3183","NH4F","04/14/2011",0.00585,"narncnut  "
"3184","NH4F","05/12/2011",0.0235,"narncnut  "
"3185","NH4F","06/16/2011",0.0245,"narncnut  "
"3186","NH4F","07/11/2011",0.03,"narncnut  "
"3187","NH4F","08/09/2011",0.035,"narncnut  "
"3188","NH4F","09/07/2011",0.1075,"narncnut  "
"3189","NH4F","10/11/2011",0.104,"narncnut  "
"3190","NH4F","11/09/2011",0.067,"narncnut  "
"3191","NH4F","12/08/2011",0.0057,"narncnut  "
"3192","NO23F","01/05/2011",0.0048,"narncnut  "
"3193","NO23F","04/14/2011",0.0048,"narncnut  "
"3194","NO23F","05/12/2011",0.0048,"narncnut  "
"3195","NO23F","06/16/2011",0.0048,"narncnut  "
"3196","NO23F","07/11/2011",0.0048,"narncnut  "
"3197","NO23F","08/09/2011",0.0048,"narncnut  "
"3198","NO23F","09/07/2011",0.0048,"narncnut  "
"3199","NO23F","10/11/2011",0.0048,"narncnut  "
"3200","NO23F","11/09/2011",0.027,"narncnut  "
"3201","NO23F","12/08/2011",0.0048,"narncnut  "
"3202","NO2F","01/05/2011",0.0017,"narncnut  "
"3203","NO2F","04/14/2011",0.0017,"narncnut  "
"3204","NO2F","05/12/2011",0.00185,"narncnut  "
"3205","NO2F","06/16/2011",0.00185,"narncnut  "
"3206","NO2F","07/11/2011",0.0017,"narncnut  "
"3207","NO2F","08/09/2011",0.0017,"narncnut  "
"3208","NO2F","09/07/2011",0.00185,"narncnut  "
"3209","NO2F","10/11/2011",0.002,"narncnut  "
"3210","NO2F","11/09/2011",0.002,"narncnut  "
"3211","NO2F","12/08/2011",0.0017,"narncnut  "
"3212","NO3F","11/09/2011",0.025,"narncnut  "
"3213","PO4F","01/05/2011",0.0145,"narncnut  "
"3214","PO4F","04/14/2011",0.0021,"narncnut  "
"3215","PO4F","05/12/2011",0.0055,"narncnut  "
"3216","PO4F","06/16/2011",0.005,"narncnut  "
"3217","PO4F","07/11/2011",0.0565,"narncnut  "
"3218","PO4F","08/09/2011",0.0375,"narncnut  "
"3219","PO4F","09/07/2011",0.072,"narncnut  "
"3220","PO4F","10/11/2011",0.0405,"narncnut  "
"3221","PO4F","11/09/2011",0.017,"narncnut  "
"3222","PO4F","12/08/2011",0.0075,"narncnut  "
"3223","CHLA_N","01/09/2012",0.8,"narncnut  "
"3224","CHLA_N","02/09/2012",1.135,"narncnut  "
"3225","CHLA_N","03/07/2012",1.07,"narncnut  "
"3226","CHLA_N","04/04/2012",0.695,"narncnut  "
"3227","CHLA_N","05/02/2012",2.16,"narncnut  "
"3228","CHLA_N","06/06/2012",0.99,"narncnut  "
"3229","CHLA_N","07/08/2012",2.63,"narncnut  "
"3230","CHLA_N","08/16/2012",1.5,"narncnut  "
"3231","CHLA_N","09/14/2012",5.555,"narncnut  "
"3232","CHLA_N","10/12/2012",0.765,"narncnut  "
"3233","CHLA_N","11/13/2012",1.14,"narncnut  "
"3234","CHLA_N","12/03/2012",0.385,"narncnut  "
"3235","NH4F","01/09/2012",0.0325,"narncnut  "
"3236","NH4F","02/09/2012",0.011,"narncnut  "
"3237","NH4F","03/07/2012",0.031,"narncnut  "
"3238","NH4F","04/04/2012",0.0225,"narncnut  "
"3239","NH4F","05/02/2012",0.02,"narncnut  "
"3240","NH4F","06/06/2012",0.014,"narncnut  "
"3241","NH4F","07/08/2012",0.032,"narncnut  "
"3242","NH4F","08/16/2012",0.07,"narncnut  "
"3243","NH4F","09/14/2012",0.181,"narncnut  "
"3244","NH4F","10/12/2012",0.2025,"narncnut  "
"3245","NH4F","11/13/2012",0.0068,"narncnut  "
"3246","NH4F","12/03/2012",0.0535,"narncnut  "
"3247","NO23F","01/09/2012",0.0275,"narncnut  "
"3248","NO23F","02/09/2012",0.0047,"narncnut  "
"3249","NO23F","03/07/2012",0.0047,"narncnut  "
"3250","NO23F","04/04/2012",0.0047,"narncnut  "
"3251","NO23F","05/02/2012",0.0047,"narncnut  "
"3252","NO23F","06/06/2012",0.0047,"narncnut  "
"3253","NO23F","07/08/2012",0.0047,"narncnut  "
"3254","NO23F","08/16/2012",0.0047,"narncnut  "
"3255","NO23F","09/14/2012",0.0047,"narncnut  "
"3256","NO23F","10/12/2012",0.0065,"narncnut  "
"3257","NO23F","11/13/2012",0.0047,"narncnut  "
"3258","NO23F","12/03/2012",0.009,"narncnut  "
"3259","NO2F","01/09/2012",0.0016,"narncnut  "
"3260","NO2F","02/09/2012",0.0016,"narncnut  "
"3261","NO2F","03/07/2012",0.0016,"narncnut  "
"3262","NO2F","04/04/2012",0.0016,"narncnut  "
"3263","NO2F","05/02/2012",0.0016,"narncnut  "
"3264","NO2F","06/06/2012",0.0016,"narncnut  "
"3265","NO2F","07/08/2012",0.0016,"narncnut  "
"3266","NO2F","08/16/2012",0.0016,"narncnut  "
"3267","NO2F","09/14/2012",0.0016,"narncnut  "
"3268","NO2F","10/12/2012",0.0035,"narncnut  "
"3269","NO2F","11/13/2012",0.0016,"narncnut  "
"3270","NO2F","12/03/2012",0.0018,"narncnut  "
"3271","NO3F","10/12/2012",0.003,"narncnut  "
"3272","PO4F","01/09/2012",0.0155,"narncnut  "
"3273","PO4F","02/09/2012",0.002,"narncnut  "
"3274","PO4F","03/07/2012",0.0075,"narncnut  "
"3275","PO4F","04/04/2012",0.002,"narncnut  "
"3276","PO4F","05/02/2012",0.0125,"narncnut  "
"3277","PO4F","06/06/2012",0.004,"narncnut  "
"3278","PO4F","07/08/2012",0.0135,"narncnut  "
"3279","PO4F","08/16/2012",0.061,"narncnut  "
"3280","PO4F","09/14/2012",0.1035,"narncnut  "
"3281","PO4F","10/12/2012",0.0845,"narncnut  "
"3282","PO4F","11/13/2012",0.016,"narncnut  "
